Category,Message
0,lmao take pic send
0,askd u question hours answer
0,message sent askin ltgt dollars shoul pay ltgt ltgt
1,winner u specially selected receive å cash holiday flights inc speak live operator claim
0,hello hello hi lou sorry took long reply left mobile friends lancaster got bak neway im sorry couldnåõt make ur båõday hun
0,sarcasm nt scarcasim
0,ì_ll submitting da project tmr rite
0,usualiam fine happy amp well
0,lol u drunkard hair moment yeah still tonight wats plan
0,hiya good day spoken since weekend
0,think might give miss teaching til twelve lecture two damn working thing
1,u subscribed best mobile content service uk å per ten days send stop helpline
0,could ask carlos could get anybody else chip
0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem
0,hows watch resizing
0,course dont tease know simply must see grins keep posted prey loving smile devouring kiss
0,jus finish blowing hair u finish dinner already
0,friends help us problems give stupid suggestion lands us another problem helps us forgt previous problem
0,celebrate båõday else
0,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
1,sms ac sun posts helloyou seem cool
0,wish holding tightly making see important much mean much need life
0,well watch shrek db
0,lol grins im babe thanks thinking
1,nd time tried contact u u å pound prize claim easy call p per minute btnationalrate
0,tmr timin still da wat cos got lesson
0,ok ive sent u da latest version da project
0,usualiam fine happy amp well
0,hmmm thk sure got time hop ard ya go free abt muz call u discuss liao
0,didnt mean post wrote like many times ive ritten stuff let sit feeling time angry left hit send stop wasnt checked phone got car wasnt said didnt sleep bored wouldnt time clean fold laundry etc least make bed
0,captain room
0,hey gals anyone u going e driving centre tmr
0,sorry hurt
1,important information orange user today lucky dayfind log onto httpwwwurawinnercom theres fantastic surprise awaiting
0,truekdo u knw dis ltgt
1,congratulations ur awarded either yrs supply cds virgin records mystery gift guaranteed call tscs wwwsmsconet åpm approx mins
0,piss talking someone realise u point itnow read backwards
0,sun anti sleep medicine
0,love hope anything drastic dont dare sell pc phone
0,enjoying semester take care brother
0,deep sigh miss really surprised havent gone net cafe yet get dont miss
0,promise take good care princess run please send pics get chance ttyl
1,urgent trying contact u todays draw shows å prize guaranteed call land line claim valid hrs
0,hungry
0,left already orchard
0,im ok part tomorrow
0,thinking chuckin ur red green n black trainners save carryin bac train
0,take care n get well soon
0,im going dinner soon
1,eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win å cash wkentp
0,cant dont number
0,ooh got im gon na start belly dancing moseley weds u want join cafe
0,gr see message r u leaving congrats dear school wat r ur plans
1,want new nokia colour phone delivered tomorrow free minutes mobile free text free camcorder reply call
0,yo way could pick something tonight
0,ya even cookies jelly
1,ur chance win å cash every wk txt action tscs wwwmovietriviatv custcare xpwk
0,want kfc tuesday buy meals gravy mark
0,sure stomach
0,think tantrums finished yeah ill point
0,aldrine rakhesh ex rtm herepls callurgent
0,hai priya right doctor said pa
0,come medical college pm forward da
1,next amazing xxx picsfree video sent enjoy one vid enough day text back keyword picsfree get next video
1,someone u know asked dating service contact cant guess call revealed po box wu
0,took mr owl licks
0,lor
0,got tallent wasting
0,askd u question hours answer
0,sign maturity start saying big things actually start understanding small things nice evening bslvyl
1,win newest ûïharry potter order phoenix book reply harry answer questions chance first among readers
1,urgent trying contact u todays draw shows å prize guaranteed call land line claim j po boxcpm
0,gain rights wifedont demand iti trying husband toolets see
0,mmmm cant wait lick
0,book lesson msg call work sth im going get specs membership px
0,yeah probably earlier
1,last chance claim ur å worth discount vouchers today text shop savamob offers mobile cs savamob pobox muz å sub
0,nothis kallis home groundamla home town durban
0,sorry ill call later
0,still grinder
1,free entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details
0,thing r good thanx got exams march ive done revision fran still boyf ive got ta interviw exeter bit worriedx
0,ive reached home n bathe liao u call
0,much getting
0,hurry ive weeddeficient like three days
0,thatåõs alrite girl u know gail neva wrongtake care sweet donåõt worryc u ltr hunlove yaxxx
0,directly behind abt rows behind ì_
0,wish dont think gon na snow much flurries usually get melt hit ground eek havent snow since ltgt even born
0,good morning pookie pie lol hope didnt wake u
0,miss vday parachute double coins u must know well
0,noooooooo please last thing need stress life fair
0,fighting world easy u either win lose bt fightng close u dificult u lose u lose u win u still lose
0,babe feel lets get itboth try cheer upnot fit soo muchxxlove u locaxx
1,hi im sue years old work lapdancer love sex text live im bedroom text sue textoperator g da ppmsg
0,usual u call ard smth
0,ok im gon na head usf like fifteen minutes
0,aight sounds good want come
0,need say anything know outsider
0,something u ate
0,ok come n pick u engin
0,ill meet lobby
0,lol knew saw dollar store
0,didnt get ur full msgsometext missing send
1,anetworks allow companies bill sms responsible suppliers
0,well slightly disastrous class pm fav darlings hope day ok coffee wld good cant stay late tomorrow time place always
0,prob send email
1,message free welcome new improved sex dogging club unsubscribe service reply stop msgsp
0,solve case man found murdered ltdecimalgt ltgt afternoon wife called police police questioned everyone wife siri sleeping murder took place cook cooking gardener picking vegetables housemaid went post office children went play neighbour went marriage police arrested murderer immediately whos reply reason u r brilliant
0,except theres chick huge boobs
0,come life brought sun shiny warming heart putting constant smile face making feel loved cared
1,hi mandy sullivan calling hotmix fmyou chosen receive å easter prize drawplease telephone claim prize transferred someone else
0,ha ha cool cool chikku chikkudb
0,im gonnamissu muchi would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx
0,come tomorrow di
0,oktake careumma
0,lol busy
0,like made throw smoking friends car one time awesome
0,ok din get ur msg
0,pain couldnt come worse time
0,motivate behind every darkness shining light waiting find behind every best friend always trust love bslvyl
0,sorry ill call later
0,way send shades stuff wonderful
0,got message ignoring yes shopping
0,jus telling u dat ill b leaving shanghai st instead well haf time meet cya
0,guys asking get slippers gone last year
0,dont know jack shit anything id sayask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
1,win urgent mobile number awarded å prize guaranteed call land line claim valid hrs ppm
0,thinking going reg pract lessons flung advance haha wat time u going
0,ive sent wife text buy shell tell relax go get wkend
0,ok much though hm friday cant wait dunno wot hell im gon na another weeks become slob oh wait already done
0,come mahal bus stop ltdecimalgt
0,im reaching another stops
0,whats significance
1,win å cash prize prize worth å
0,hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss
0,feel like trying kadeem v
1,six chances win cash pounds txt csh send cost pday days tsandcs apply reply hl info
0,babe goes day miss already love loving kiss hope everything goes well
0,generally isnt one uncountable noun u dictionary pieces research
0,today accept dayu accept brother sister lover dear best clos lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply means enemy
1,loans purpose even bad credit tenants welcome call noworriesloanscom
0,promises though havent even gotten dinner yet
0,u going ikea str aft dat
1,u r subscribed textcomp wkly comp st wks free question follows subsequent wks chargedpmsg unsubscribe txt stop custcare
0,pls dont restrict eating anythin likes next two days
0,thats love hear v see sundayish
0,lov line hurt truth
0,im aight wats happening side
0,dont know exactly could ask chechi
0,want send something sell fast ltgt k easy money
0,unfortunately ive found pick sister airport evening dont think ill going try go one th
0,really dude friends im afraid
0,lovely night wake see message hope smile knowing great morning
0,pick drop carso problem
0,film ill call later
0,plz note anyone calling mobile co amp asks u type ltgt ltgt disconnect callcoz iz attempt terrorist make use sim card itz confirmd nokia n motorola n verified cnn ibn
1,private account statement shows unredeemed sim points call identifier code expires
0,ive got tea sure flavour
0,better made friday stuffed like pig yesterday feel bleh least writhing pain kind bleh
0,finally ready fyi
0,happy new year dear brother really miss got number decided send text wishing happiness abiola
0,woke yeesh late didnt fall asleep til ltgt
0,die want u stuffs
0,know god created gap fingers one made comes amp fills gaps holding hand love
0,lol could starve lose pound end day
0,raviyog peripherals bhayandar east
1,please call customer service representative ampm guaranteed å cash å prize
0,calls later afternoon onwords mtnl service get problem south mumbai hear cannt listen
0,gas station go
0,check wid corect speling ie sarcasm
0,havent
1,enjoy jamster videosound gold club credits new videosounds logosmusicnews get fun jamstercouk help call
0,thk lor dunno get tickets wat u
0,reach ur home ltgt minutes
0,right wasnt phoned someone number like
0,aight still want get money
0,like love arrange
0,carlos pick ill swing usf little bit
0,purchase stuff today mail po box number
0,lol boo hoping laugh
0,engalnd telly decided wont let watch mia elliot kissing damn
0,break time one come n get stuff fr ì_
0,good morning plz call sir
0,yep pretty sculpture
0,okie thanx
1,xmas new years eve tickets sale club day till pm thurs fri sat night week theyre selling fast
0,sfrom training manual show tech processits password reset troubleshooting
1,ree entry weekly comp chance win ipod txt pod get entry std txt rate tcs apply details
0,please dont text anymore nothing else say
0,get home
0,make squeezed ltgt bucks dad
0,none thats happening til get though
0,intrepid duo great time see soon
0,howz persons story
1,hey boys want hot xxx pics sent direct ur phone txt porn hrs free p per day stop text stopbcm sf wcnxx
1,fantasy football back tv go sky gamestar sky active play åk dream team scoring starts saturday register nowsky opt
1,chosen receive å award pls call claim number collect award selected receive valued mobile customer
0,ì_ pay first lar da stock comin
0,allo braved buses taken trains triumphed mean weûre bûham jolly good rest week
0,ok lor thanx ìï school
0,pa tell went bath
0,yes princess going make moan
1,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit wwwwincouk
0,e best ur exam later
0,lmaonice
0,yeah thats impression got
0,true lov n care wil nevr go unrecognized though somone often makes mistakes valuing definitly undrstnd start missing
0,finish already yar keep saying mushy embarrassed ok
0,wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear
0,ive searching right words thank breather promise wont take help granted fulfil promise wonderful blessing times
0,nojst change tat
1,chance win free bluetooth headset simply reply back adp
0,awesome plan get time like ltgt ill text details wee bit
0,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
0,slept thinkthis time ltgt pm dangerous
0,pls send comprehensive mail im paying much
0,cancelled yeah baby well sounds important understand darlin give ring later fone love kate x
0,babe talking think good boy missing love
0,ok
0,thank baby cant wait taste real thing
1,win newest åòharry potter order phoenix book reply harry answer questions chance first among readers
0,jokin oni lar ìï busy wun disturb ì_
0,hello damn christmas thing think decided keep mp doesnt work
0,still chance search hard get itlet try
0,please send auntys number
0,dont know jabo abi
0,shoot big loads get ready
1,p alfie moons children need song ur mob tell ur ms txt tone charity nokias poly charity polys zed profit charity
0,computer fried essential part dont keep spares fucking idiot roommates looovvve leaving thing running full ltgt
0,ill probably tomorrow even later tonight somethings going
0,men like shorter ladies gaze eyes
0,money steve mate
0,lateso call tomorrow morningtake care sweet dreamsu meummifyingbye
0,wonder cos dun rem seeing silver car thk saw black one
0,guess spent last night phasing fourth dimension
0,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
0,im actor work work evening sleep late since im unemployed moment always sleep late youre unemployed every day saturday
0,speaking cash yet
0,ok enjoy r u home
0,hey sexy buns told adore loverboy hope remember thank sister law meatballs grins love babe
0,yeah dont go bed ill back midnight
0,call tell infront call
0,please give pick tuesday evening ok
0,shuhui say change suntec steamboat u noe r u
0,get free call
0,ok lor
0,long applebees fucking take
0,notice like looking shit mirror youre turning right freak
0,surely dont forgot comei always touch
0,sorry ill call later
0,rounderso required
1,valentines day special win å quiz take partner trip lifetime send go pmsg rcvd custcare
0,please tell special stock talking
1,please call immediately urgent message waiting
1,urgent please call abta complimentary spanish holiday å cash await collection sae tcs box po ez ppm
0,cant pick phone right pls send message
0,single line big meaning miss anything ur best life
0,bus leaves ltgt
0,dont run away frm u walk slowly amp kills u dont care enough stop
0,found diff farm shop buy cheese way back call
0,hi roger cl
0,released vday shirts u put makes bottom half naked instead white underwear
0,started skye
0,darren saying dat u meeting da ge den dun meet dinner cos later u leave xy feel awkward den u meet lunch lor
1,registered subscriber yr draw å gift voucher b entered receipt correct ans next olympics txt ans
0,walked moms right stagwood pass right winterstone left victors hill address ltgt
0,think still car
1,gr new service live sex video chat mob see sexiest dirtiest girls live ur phone details text horny cancel send stop
0,booked ticket pongal
0,ok thanx gd nite ì_
0,different styles
0,hi darlin youphone im athome youwanna chat
0,dont kick coco hes
0,pls send address sir
1,kit strip billed p netcollex ltd po box ig oja
0,great getting worried know wonderful caring person like best life know u r wonderful gods love
0,ugh hopefully asus ppl dont randomly reformat
0,done handed dont know mega shop asda counts celebration thats im
0,ha ha ha good joke girls situation seekers
0,single single answers fighting plus said broke didnt reply
0,carry disturbing
0,apart one told yesterday
0,plm come da way
1,lost å help
0,message truro hospital ext phone phone side
0,good evening roger
0,kkhow much cost
0,ard like dat lor
1,u secret admirer looking make contact ufind rreveal thinks ur specialcall
1,free msgwe billed mobile number mistake shortcode please call charges refundedthis call free bt landline
0,good day
0,famous quote develop ability listen anything unconditionally without losing temper self confidence means married
0,finished class
1,urgent mobile number awarded å prize guaranteed call land line claim valid hrs ppm
0,fine remember
1,santa calling would little ones like call santa xmas eve call book time callsppm last mins tc wwwsantacallingcom
0,yeah imagine would really gentle unlike docs treat patients like turkeys
0,r u continent
0,lol mad first woke gave
0,laid airtel line rest
1,thanks ringtone order reference charged gbp per week unsubscribe anytime calling customer services
0,ìï thk wat eat tonight
0,misplaced number sending texts old number wondering ive heard year best mcat got number atlanta friends
0,machan go gym tomorrow wil come late goodnight
0,oh yeahand hav great time newquaysend postcard look girls im goneu know im talkin boutxx
0,sicomo nolistenedthe plaid albumquite gdthe new air hilariousalso boughtåóbraindanceåóa compofstuff aphexåõs abel
0,yup im free
0,ujhhhhhhh computer shipped address sandiago parantella lane wtf poop
0,whenre guys getting back g said thinking staying mcr
1,forwarded hi mailbox messaging sms alert matches please call back retrieve messages matches ccpmin
0,yes dont care need bad princess
0,kkhow sister kids
0,house e sky quite dark liao raining got excuse run already rite hee
0,true passable get high score apply phd get years salary makes life easier
0,u switch fone dammit
0,everywhere dirt floor windows even shirt sometimes open mouth comes flowing dream world without half chores time joy lots tv shows ill see guess like things must exist like rain hail mist time done become one
0,ok pa nothing problem
1,freeringtone reply real poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free u join åwk
0,number sir
0,interested like
0,agree stop thinkin ipad please ask macho question
0,sorry dai thought calling lot timeslil busyi call noon
0,go write msg put dictionary mode cover screen hand press ltgt gently remove ur hand interesting
0,haha money leh later got go tuition haha looking empty slots driving lessons
0,many company tell language
0,hope alright babe worry might felt bit desparate learned job fake waiting come back love
0,text doesnt reply let know log
0,k wat tht incident
0,derp worse dude always wants party dude files complaint three drug abusers lives
0,maybe pressies
0,hows going got exciting karaoke type activities planned im debating whether play football eve feeling lazy though
1,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
0,u still plumbers tape wrench could borrow
0,aiyo cos sms ì_ ì_ neva reply wait ì_ reply lar tot ì_ havent finish ur lab wat
0,hello madam
0,said look pretty wif long hair wat thk hes cutting quite short leh
0,find way didnt include details
0,boy sweet words left morning sighs goes day love start studying
0,awesome remember last time got somebody high first time diesel v
1,new voicemail please call
0,remember ask alex pizza
0,think one saying clearly ok leave need ask go come
1,ur chance win å cash every wk txt play tscs wwwmusictrivianet custcare xpwk
1,ur awarded city break could win å summer shopping spree every wk txt store skilgme tscswinawkage åperwksub
0,wait ì_ inside da car park
0,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl
0,hai dear friends new amp present number rajitha raj ranju
0,hope good week checking
0,happy come noon
0,cant pick phone right pls send message
0,nope im going home go pump petrol lor like going rain soon
0,come people
0,hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss
0,yeah sure ill leave min
0,finish meeting call
0,come right ahmad
0,ok askd u knw tht
0,great run ttyl
0,gon na ring weekend wot
1,guaranteed å cash å prize claim yr prize call customer service representative ampm
0,nobut heard abt tat
0,marrow wed ltgt aha
0,im good thinking
0,u guys never invite anywhere
1,want new video phone anytime network mins half price line rental free text months reply call free delivery
0,sure yet still trying get hold
0,remains bro amongst bros
0,somebody go andros steal ice
0,u made appointment
0,know called
0,im really sorry wont b able fridayhope u find alternativehope yr terms going ok
0,dont make life stressfull always find time laugh may add years life surely adds life ur years gud niswt dreams
0,ok lor go tog lor
0,customer place wil cal u sir
0,come around ltdecimalgt pm vikkyim otside nw il come tht time
0,sunny california weathers cool
0,lol oops sorry fun
0,pls pls find aunt nike
1,u subscribed best mobile content service uk å per days send stop helpline
1,donate å unicefs asian tsunami disaster support fund texting donate å added next bill
0,done
0,sir waiting call free please call
0,ill b going sch mon sis need take smth
0,nobody names penis girls name story doesnt add
1,double mins txts months free bluetooth orange available sony nokia motorola phones call mobileupd calloptoutndx
0,mro coming gym machan goodnight
0,guess thats worried must know theres way body repairs im quite sure shouldnt worry well take slow first tests guide ovulation relax nothing youve said reason worry ill keep followin
1,rtking pro video club need help inforingtonekingcouk call must club credits redeemable wwwringtonekingcouk enjoy
0,whats room number wan na make sure im knocking right door
0,uncles atlanta wish guys great semester
0,haha awesome ive u couple times alls coming
0,friendship game play word say doesnt start march ends may tomorrow yesterday today e
0,hmmm thought said hours slave late punish
0,well theres lot things happening lindsay new years sighs bars ptbo blue heron something going
0,ard like dat
1,nd time tried contact u u å prize claim easy call p per minute btnationalrate
0,battery mr adewale uncle aka egbon
1,please call customer service representative freephone ampm guaranteed å cash å prize
0,thanx lot ur help
0,nicenicehow working
0,oh k got job whats
0,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversations usget convinced timeyour family many sensesrespect overemphasiseor u role life
0,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moralone get name person
1,thanks ringtone order reference number x mobile charged tone arrive please call customer services colourredtextcolourtxtstar
0,went project centre
0,v skint fancied bevieswaz gona go meet othrs spoon jst bin watchng planet earthsofa v comfey dont make hav gd night
0,gudnitetcpractice going
0,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
0,youre still maybe leave credit card get gas get back like told
0,planning usually stops find hella weed
1,hi amy sending free phone number couple days give access adult parties
0,thinking u x
0,hello sort town already dont rush home eating nachos let know eta
1,urgent trying contact u todays draw shows å prize guaranteed call land line claim c validhrs
0,smile right go world wonder smiling think crazy keep away grins
0,deam seeing online shop asked
0,cool like swimming pool jacuzzi house
1,days euro kickoff u kept informed latest news results daily unsubscribe send get euro stop
0,home lei
0,eat jap done oso aft ur lect wat ìï got lect rite
1,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt orange contract call mobileupd call optout
0,let snow let snow kind weather brings ppl together friendships grow
0,sure make sure knows aint smokin yet
0,thats ok popped ask bout something said youd around tonght wen girl comes
0,sorry got late start way
0,dawhats plan
0,gon na go get tacos
0,go fool dont cheat others ok
1,lookatme thanks purchase video clip lookatme youve charged p think better send video mmsto
1,ur going bahamas callfreefone speak live operator claim either bahamas cruise ofå cash opt txt x
1,lord ringsreturn king store nowreply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts
1,congrats mobile g videophones r call videochat wid mates play java games dload polyph music noline rentl
0,day working dayexcept saturday sunday
1,hack chat get backdoor entry chat rooms fraction cost reply neo call subscribe p pm dps bcm box ldn wcnxx
0,jay says hell put ltgt
0,really getting hanging around
0,orh tot u say still dun believe
0,noi got rumour going buy apartment chennai
0,haha mayb ure rite u know well da feeling liked someone gd lor u faster go find one gals group attached liao
0,lol please actually send pic right wan na see pose comb hair dryer something
0,siva hostel aha
0,thts gods gift birds humans hav natural gift frm god
0,oh sorry please
0,wat time u finish ur lect today
0,hi birth lb oz mother baby brilliantly
0,xy trying smth u eat already havent
0,gal n boy walking park galcan hold ur hand boyy u think would run away galno jst wana c feels walking heaven princegn
0,im great aunts anniversary party tarpon springs
0,waaaat lololo ok next time
0,lol enjoy role playing much
0,networking job
0,havent stuck orchard dads car going dinner u leh r free tonight
1,join uks horniest dogging service u sex nite sign follow instructions txt entry nytecalpmsgp
0,bold ltgt
0,u r much close heart u go away shattered plz stay
0,im surprised still guess right lor
0,thought could go dinner ill treat seem ok
0,chile please ltdecimalgt hour drive come time subletting febapril audition season
0,ur paper e morn aft tmr
0,whos class
1,tone club subs expired resub reply monoc monos polyc polys weekly p per week txt stop stop msg free stream
0,please charge mobile get morning
0,aww must nearly deadwell jez iscoming todo workand whilltake forever
0,many licks take get center tootsie pop
0,sorry de went shop
0,match startedindia ltgt
0,got gas money chance gang want go grand nature adventure
1,private account statement shows unredeemed sim points call identifier codexx expires
0,willing go apps class
0,yup wun believe wat u really neva c e msg sent shuhui
0,supervisor find one lor thk students havent ask yet tell u aft ask
0,late
0,sounds like plan cardiff still still cold im sitting radiator
0,also fuck family going rhode island wherever fuck leaving alone week new bong gt
0,boo babe u enjoyin yourjob u seemed b gettin well hunnyhope ure oktake care iåõllspeak u soonlots loveme xxxx
0,want show world princess europe
0,dont think need yellow card uk travel ask someone gone ltgt bucks
0,u hiding stranger
0,mmmmm loved waking words morning miss love hope day goes well happy wait us together
0,huh fast dat means u havent finished painting
0,argh g spotty anyway thing remember research province sterling problemfree places looked
0,hiya stu wot u im much truble home moment evone hates even u wot hell av done wont u tell text bck please luv dan
0,hes adult would learn experience theres real danger dont like peeps using drugs dont need comment
0,im eatin lor goin back work soon e mountain deer show huh watch b liao nice
0,hey want crave miss need love ahmad saeed al hallaq
0,theres ring comes guys costumes gift future yowifes hint hint
0,show wot say could u c dust
0,wat would u like ur birthday
0,youll get headache trying figure u trust math promise
0,hi mate rv u hav nice hol message say hello coz havenåõt sent u ages started driving stay roadsrvx
0,oh ok didnt know meant yep baby jontin
0,k im leaving soon little
0,tell friends plan valentines day lturlgt
0,hey mr whats name bill brison book one language words
0,got call landline number asked come anna nagar go afternoon
0,wait u lor need feel bad lar
0,wants talk
0,aight tomorrow around ltgt
0,well obviously people cool college life went home _
1,themobyo yo yohere comes new selection hot downloads members get free click open next link sent ur fone
0,got tv watch meh u work today
0,discussed mother ah
1,natalja f inviting friend reply yes see wwwsmsacunat stop send stop frnd
0,friend shes studying warwick weve planned go shopping concert tmw may canceled havnt seen ages yeah get together sometime
0,seriously spell name
0,anyone calls treadmill say youll buy make sure working found ad craigslist selling ltgt
0,boooo always work quit
1,urgent urgent free flights europe give away call b th sept take friend free call claim bannfwflyppm
0,hurry home soup done
0,come aftr ltdecimalgt cleaning house
0,also north carolina texas atm would go gre site pay test results sent
0,k happen tonight
0,oops mums somerset bit far back tomo see soon x
0,sorry cant help
0,made payments dont much sorry would want fedex way
0,dude fakemy frnds got money thts im reffering uif u member wit mail link u vl credited ltgt rs il getiing ltgt rsi draw acc wen ltgt rs
0,dunno da next show aft toa payoh got
0,hard believe things like say lie think twice saying anything
0,tell theyre female v howre throwing deciding get
0,wake since checked stuff saw true available spaces pls call embassy send mail
0,spoke uncle john today strongly feels need sacrifice keep hes going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep happy promises part
1,freemsg hi baby wow got new cam moby wan na c hot pic fancy chatim win utxt rply chat hlp msgp rcv
0,ok da already planned wil pick
0,kkits goodwhen going
0,fuck babe miss already know cant let send money towards net need want crave
0,know result
0,yup shd haf ard pages add figures ìï got many pages
0,bluray player
0,hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx
0,thats ebay might less elsewhere
0,im love im excited day spend make happy
0,pass dis ur contacts n see wat u get redim luv wid u blueu put smile face purpleu r realy hot pinku r swt orangei thnk lyk u greeni realy wana go wid u yelowi wnt u bck blackim jealous u browni miss nw plz giv one color
1,mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptxt
1,important customer service announcement call freephone
0,oh shit thought trip loooooool makes much sense grins sofa reference sleep couch link sent wasnt went trip oh didnt babe go celebration rents
0,meet ì_ depends ì_ wan lor
0,thanks ill keep mind
0,hey reply pa
1,update_now xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt orange call mobileupd calloptoutfq
0,awesome ill see bit
0,tell said eat shit
0,tired special
0,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
0,u sound like manky scouse boy stevelike travelling da bus homewot u inmind recreation dis eve
0,food
1,simpsons movie released july name band died start film agreen day bblue day cred day send b c
1,december mobile mths entitled update latest colour camera mobile free call mobile update vco free
0,oh fuck juswoke bed boatin docks slept wid year old spinout giv u da gossip lr xxx
0,dont number gon na massive pain ass id rather get involved thats possible
0,add dont really care cant least get dude fuck hey money want
0,nope watching tv home going v bored
0,k actually guys meet sunoco howard right way
0,awesome deal gate charles told last night uh yeah
0,wishing wonderful week
0,good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss
0,really crashed cuddled sofa
0,hi darlin im helens fone im gon na b princes nite please come tb love kate
0,honestly ive made lovely cup tea promptly dropped keys burnt fingers getting
0,leaving yet ok lor go elsewhere n eat u thk
0,yup im still coffee wif frens fren drove shell give lift
0,haha dont angry take practice real thing
0,call get chance plz lt
0,mean website yes
0,oh get paid outstanding one commercial hasbroin august made us jump many hoops get paid still
0,ola would get back maybe today told direct link us getting cars bids online arrange shipping get cut u partnership u invest money shipping takes care restuwud b self reliant soon dnt worry
0,ssindia going draw series many years south african soil
1,valentines day special win å quiz take partner trip lifetime send go pmsg rcvd custcare
1,private account statement
0,eh u send wrongly lar
0,day ì_ say ì_ cut ur hair paragon called hair sense ì_ noe much hair cut
0,ok im waliking ard u wan buy anything go ur house
0,u wake already wat u u picking us later rite im taking sq reaching ard smth like dat u check e arrival time c ya soon
0,datoday also forgot
0,ì ardìä rest ard leastwhich ì price ì bedrm
0,sbut luck catches put
0,test earlier appreciate call tomorrow
0,sorry sir call tomorrow senthilhsbc
1,rgent nd attempt contact uu å call b tcsbcmwcnxx callcost ppm mobilesvary maxå
0,ask around theres lot terms mids
0,ya nice ready thursday
1,nokia get win free auction take part send nokia hgsuitelands rowwjhl
0,plural noun research
0,awesome lem know whenever youre around
1,sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr å sptyrone
0,u find sitter kaitlyn sick slept day yesterday
0,tessypls favor pls convey birthday wishes nimyapls dnt forget today birthday shijas
0,like dis sweater fr mango size already irritating
1,bloomberg message center wait apply future httpcareers bloombergcom
0,says hi get ass back south tampa preferably kegger
0,know im lacking particular dramastorms details part im worried
0,wot wed nite til
0,sorry ill call later meeting
0,hey company elama po mudyadhu
0,dled imp
0,safe trip nigeria wish happiness soon company share moments
1,mobile months u r entitled update latest colour mobiles camera free call mobile update co free
0,one days billion classes right
0,think û_thanks see tomo
0,aight fuck ill get later
0,wake gt
0,lara said loan ltgt
0,haha friend tyler literally asked could get dubsack
0,da vijay going talk jaya tv
0,dont knw pa drink milk
1,loan purpose å å homeowners tenants welcome previously refused still help call free text back help
0,wiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukkal
0,good good billy mates gone jogging enjoy concert
1,free st week nokia tone ur mob every week txt nokia get txting tell ur mates wwwgetzedcouk pobox wwq normptone
0,pete please ring meive hardly gotany credit
0,hey j r u feeling better
0,thank princess want see nice juicy booty
0,late
0,hey gorgeous man work mobile number good one babe squishy mwahs
0,oic saw tot din c found group liao
0,hi yijue meet u tmr
0,home way
0,ok lor anyway thk cant get tickets cos like quite late already u wan go look ur frens darren wif
0,need th im campus atm could pick hour two
0,u wana see
1,got takes take part wrc rally oz u lucozade energy text rally le p see packs lucozadecoukwrc itcould u
0,wot student discount u get books
0,mm ask come enough
0,package programs well
0,dont let studying stress lr
0,oh yah never cancel leh haha
0,time u get
0,ill always even spirit ill get bb soon trying sure need
0,entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went
1,reply win å weekly fifa world cup held send stop end service
1,natalie f inviting friend reply yes see wwwsmsacunataliek stop send stop frnd
1,camera awarded sipix digital camera call fromm landline delivery within days
1,u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care
0,tmr ì_ brin lar aiya later come n c lar mayb ì_ neva set properly ì_ got da help sheet wif ì_
0,finally came fix ceiling
0,train back northampton im afraid
0,ltdecimalgt common car better buy china asia find less expensive ill holla
0,im tired arguing week week want ill
0,dear chechi talk
0,love aathilove u lot
0,one best dialogue cute reltnship wen die
1,bank granite issues strongbuy explosive pick members nasdaq symbol cdgt per
